"","Datum","Warengruppe","Umsatz","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode","Temperaturklassen"
"64",2013-07-13,4,74.2744737887665,1,20.125,12,NA,"warm"
"65",2013-07-14,5,461.082124524619,5,17.6875,15,5,"normal"
"66",2013-07-14,2,777.048841669282,5,17.6875,15,5,"normal"
"67",2013-07-14,4,115.271617188867,5,17.6875,15,5,"normal"
"68",2013-07-14,3,320.626816189556,5,17.6875,15,5,"normal"
"69",2013-07-14,1,112.524365708762,5,17.6875,15,5,"normal"
"70",2013-07-15,4,99.4935305857439,6,18.7375,12,NA,"normal"
"71",2013-07-15,1,161.264677322182,6,18.7375,12,NA,"normal"
"72",2013-07-15,5,380.68369651152,6,18.7375,12,NA,"normal"
"73",2013-07-15,2,596.995099998235,6,18.7375,12,NA,"normal"
"74",2013-07-15,3,243.526401440661,6,18.7375,12,NA,"normal"
"75",2013-07-16,2,558.797138274201,1,21.1875,10,NA,"warm"
"76",2013-07-16,3,287.415464972525,1,21.1875,10,NA,"warm"
"77",2013-07-16,1,116.821358174215,1,21.1875,10,NA,"warm"
"78",2013-07-16,5,320.43533597922,1,21.1875,10,NA,"warm"
"79",2013-07-16,4,91.7796976081033,1,21.1875,10,NA,"warm"
"80",2013-07-17,1,150.572919592838,5,22.5125,8,NA,"warm"
"81",2013-07-17,3,301.777437970497,5,22.5125,8,NA,"warm"
"82",2013-07-17,5,396.99424714406,5,22.5125,8,NA,"warm"
"83",2013-07-17,2,628.325718978073,5,22.5125,8,NA,"warm"
"84",2013-07-18,3,250.426586853024,1,23.25,11,5,"warm"
"85",2013-07-18,5,300.398790118057,1,23.25,11,5,"warm"
"86",2013-07-18,4,89.2058404577425,1,23.25,11,5,"warm"
"87",2013-07-18,2,647.822253705942,1,23.25,11,5,"warm"
"88",2013-07-18,1,101.90072129658,1,23.25,11,5,"warm"
"89",2013-07-19,4,62.0636098816993,3,22.475,16,5,"warm"
"90",2013-07-19,1,161.63511518654,3,22.475,16,5,"warm"
"91",2013-07-19,2,646.788959790823,3,22.475,16,5,"warm"
"92",2013-07-19,5,369.400389277533,3,22.475,16,5,"warm"
"93",2013-07-19,3,287.18828629416,3,22.475,16,5,"warm"
"94",2013-07-20,5,346.154004294146,0,23.1875,8,NA,"warm"
"95",2013-07-20,1,134.328076682024,0,23.1875,8,NA,"warm"
"96",2013-07-20,4,69.9369965472912,0,23.1875,8,NA,"warm"
"97",2013-07-20,2,843.051280035386,0,23.1875,8,NA,"warm"
"98",2013-07-20,3,394.765674710477,0,23.1875,8,NA,"warm"
"99",2013-07-21,2,815.942264195776,0,26.375,8,NA,"warm"
"100",2013-07-21,4,82.6826868784511,0,26.375,8,NA,"warm"
"101",2013-07-21,5,287.443788531561,0,26.375,8,NA,"warm"
"102",2013-07-21,1,66.2887578161955,0,26.375,8,NA,"warm"
"103",2013-07-21,3,346.658236387984,0,26.375,8,NA,"warm"
"104",2013-07-22,1,131.223948997842,0,26.1,9,NA,"warm"
"105",2013-07-22,4,99.3353908053911,0,26.1,9,NA,"warm"
"106",2013-07-22,3,297.712614415266,0,26.1,9,NA,"warm"
"107",2013-07-22,2,647.682748973215,0,26.1,9,NA,"warm"
"108",2013-07-22,5,356.484067206325,0,26.1,9,NA,"warm"
"109",2013-07-23,3,323.301431663341,0,24.95,12,NA,"warm"
"110",2013-07-23,4,70.5290024618065,0,24.95,12,NA,"warm"
"111",2013-07-23,2,691.043662205889,0,24.95,12,NA,"warm"
"112",2013-07-23,1,110.315246796665,0,24.95,12,NA,"warm"
"113",2013-07-23,5,316.29681714496,0,24.95,12,NA,"warm"
"114",2013-07-24,5,327.339400651794,3,24.075,11,NA,"warm"
"115",2013-07-24,3,328.023102507764,3,24.075,11,NA,"warm"
"116",2013-07-24,1,141.891908195545,3,24.075,11,NA,"warm"
"117",2013-07-24,4,83.5816326885927,3,24.075,11,NA,"warm"
"118",2013-07-24,2,698.340862077002,3,24.075,11,NA,"warm"
"119",2013-07-25,3,280.809721012322,2,23.0875,9,NA,"warm"
"120",2013-07-25,5,303.192537586556,2,23.0875,9,NA,"warm"
"121",2013-07-25,2,681.250768331783,2,23.0875,9,NA,"warm"
"122",2013-07-25,1,167.701216640907,2,23.0875,9,NA,"warm"
"123",2013-07-25,4,65.8902979709521,2,23.0875,9,NA,"warm"
"124",2013-07-26,3,352.293883343641,3,27.2625,6,NA,"warm"
"125",2013-07-26,2,718.016648132155,3,27.2625,6,NA,"warm"
"126",2013-07-26,4,53.1984562311259,3,27.2625,6,NA,"warm"
"127",2013-07-26,5,331.522091778847,3,27.2625,6,NA,"warm"
"128",2013-07-26,1,147.272084366206,3,27.2625,6,NA,"warm"
"129",2013-07-27,5,358.892714466409,1,26.1625,10,NA,"warm"
"130",2013-07-27,1,161.403357795112,1,26.1625,10,NA,"warm"
"131",2013-07-27,2,855.619095347599,1,26.1625,10,NA,"warm"
"132",2013-07-27,3,382.965879977945,1,26.1625,10,NA,"warm"
"133",2013-07-28,1,86.0791432446654,4,24.8875,13,61,"warm"
"134",2013-07-28,3,360.096105223697,4,24.8875,13,61,"warm"
"135",2013-07-28,2,871.802546455837,4,24.8875,13,61,"warm"
"136",2013-07-28,5,437.824795495097,4,24.8875,13,61,"warm"
"137",2013-07-29,2,672.50214523923,1,22.7875,10,NA,"warm"
"138",2013-07-29,3,356.033434735079,1,22.7875,10,NA,"warm"
"139",2013-07-29,5,368.951029057165,1,22.7875,10,NA,"warm"
"140",2013-07-29,1,183.564164400591,1,22.7875,10,NA,"warm"
"141",2013-07-30,1,132.111640117897,5,21.075,13,21,"warm"
"142",2013-07-30,3,354.531775116541,5,21.075,13,21,"warm"
"143",2013-07-30,5,424.086156965952,5,21.075,13,21,"warm"
"144",2013-07-30,2,690.117757120039,5,21.075,13,21,"warm"
"145",2013-07-31,1,144.745431773143,5,20.275,16,65,"warm"
"146",2013-07-31,2,667.842224335937,5,20.275,16,65,"warm"
"147",2013-07-31,5,426.985804024935,5,20.275,16,65,"warm"
"148",2013-07-31,3,321.075920611583,5,20.275,16,65,"warm"
"149",2013-08-01,4,60.5614573229725,6,23.4,7,21,"warm"
"150",2013-08-01,5,322.294307178179,6,23.4,7,21,"warm"
"151",2013-08-01,2,667.213719343287,6,23.4,7,21,"warm"
"152",2013-08-01,3,304.830310037868,6,23.4,7,21,"warm"
"153",2013-08-01,1,157.854023011106,6,23.4,7,21,"warm"
"154",2013-08-02,1,117.359342094889,0,31.4375,7,NA,"warm"
"155",2013-08-02,4,68.1222020855149,0,31.4375,7,NA,"warm"
"156",2013-08-02,2,689.695100983376,0,31.4375,7,NA,"warm"
"157",2013-08-02,5,282.371517214865,0,31.4375,7,NA,"warm"
"158",2013-08-02,3,379.526700654912,0,31.4375,7,NA,"warm"
"159",2013-08-03,5,399.283316370115,4,23.3625,11,63,"warm"
"160",2013-08-03,3,454.705780795563,4,23.3625,11,63,"warm"
"161",2013-08-03,4,51.2749992906831,4,23.3625,11,63,"warm"
"162",2013-08-03,1,186.027178770079,4,23.3625,11,63,"warm"
"163",2013-08-03,2,930.801703150498,4,23.3625,11,63,"warm"
"164",2013-08-04,4,67.1568816245378,3,23.05,8,NA,"warm"
"165",2013-08-04,5,461.704848992483,3,23.05,8,NA,"warm"
"166",2013-08-04,3,382.85648750844,3,23.05,8,NA,"warm"
"167",2013-08-04,1,104.708216687715,3,23.05,8,NA,"warm"
"168",2013-08-04,2,862.752429028985,3,23.05,8,NA,"warm"
"169",2013-08-05,1,146.775309890073,0,25.8,10,NA,"warm"
"170",2013-08-05,3,331.615355447409,0,25.8,10,NA,"warm"
"171",2013-08-05,2,520.947179812455,0,25.8,10,NA,"warm"
"172",2013-08-05,5,354.247243408463,0,25.8,10,NA,"warm"
"173",2013-08-06,3,344.104806694018,5,22.225,13,NA,"warm"
"174",2013-08-06,4,69.705360420462,5,22.225,13,NA,"warm"
"175",2013-08-06,1,131.956277381283,5,22.225,13,NA,"warm"
"176",2013-08-06,2,498.920948322354,5,22.225,13,NA,"warm"
"177",2013-08-06,5,441.521507016938,5,22.225,13,NA,"warm"
"178",2013-08-07,1,160.593417296116,4,19.2125,8,NA,"normal"
"179",2013-08-07,2,519.197204695832,4,19.2125,8,NA,"normal"
"180",2013-08-07,4,83.1094116270633,4,19.2125,8,NA,"normal"
"181",2013-08-07,3,341.483544581514,4,19.2125,8,NA,"normal"
"182",2013-08-07,5,423.850318191533,4,19.2125,8,NA,"normal"
"183",2013-08-08,1,153.099424561652,7,16.975,12,20,"normal"
"184",2013-08-08,2,486.25509543792,7,16.975,12,20,"normal"
"185",2013-08-08,4,96.7720958104522,7,16.975,12,20,"normal"
"186",2013-08-08,3,298.005519792868,7,16.975,12,20,"normal"
"187",2013-08-08,5,464.87537153539,7,16.975,12,20,"normal"
"188",2013-08-09,1,125.620344387906,4,20.3375,10,21,"warm"
"189",2013-08-09,2,539.975155104136,4,20.3375,10,21,"warm"
"190",2013-08-09,4,81.4817797241125,4,20.3375,10,21,"warm"
"191",2013-08-09,3,328.22992428157,4,20.3375,10,21,"warm"
"192",2013-08-09,5,450.085987485785,4,20.3375,10,21,"warm"
"193",2013-08-10,5,450.993337129113,7,19.3625,12,61,"normal"
"194",2013-08-10,1,185.177162656408,7,19.3625,12,61,"normal"
"195",2013-08-10,2,614.511830668785,7,19.3625,12,61,"normal"
"196",2013-08-10,4,59.9811123644503,7,19.3625,12,61,"normal"
"197",2013-08-10,3,351.617029216224,7,19.3625,12,61,"normal"
"198",2013-08-11,1,73.2088330039992,7,16.3875,9,61,"normal"
"199",2013-08-11,4,60.7087857619079,7,16.3875,9,61,"normal"
"200",2013-08-11,3,341.033029953849,7,16.3875,9,61,"normal"
"201",2013-08-11,2,666.9113081568,7,16.3875,9,61,"normal"
"202",2013-08-11,5,583.491717818235,7,16.3875,9,61,"normal"
"203",2013-08-12,4,97.7406166426712,7,16.45,11,63,"normal"
"204",2013-08-12,2,510.019126480035,7,16.45,11,63,"normal"
"205",2013-08-12,3,253.6233554703,7,16.45,11,63,"normal"
"206",2013-08-12,1,154.504729536697,7,16.45,11,63,"normal"
"207",2013-08-12,5,356.026341718574,7,16.45,11,63,"normal"
"208",2013-08-13,2,535.403212817658,3,16.4,16,95,"normal"
"209",2013-08-13,4,113.863641914766,3,16.4,16,95,"normal"
"210",2013-08-13,1,134.064451548102,3,16.4,16,95,"normal"
"211",2013-08-13,5,344.643463915453,3,16.4,16,95,"normal"
"212",2013-08-13,3,271.591283834177,3,16.4,16,95,"normal"
"213",2013-08-14,1,156.972510536869,4,18.2625,18,61,"normal"
"214",2013-08-14,3,309.116290264651,4,18.2625,18,61,"normal"
"215",2013-08-14,5,441.253111778104,4,18.2625,18,61,"normal"
"216",2013-08-14,2,520.123590697437,4,18.2625,18,61,"normal"
"217",2013-08-14,4,105.567865241887,4,18.2625,18,61,"normal"
"218",2013-08-15,2,538.231262832354,3,19.8,8,NA,"normal"
"219",2013-08-15,4,59.7561020638342,3,19.8,8,NA,"normal"
"220",2013-08-15,5,416.610037755781,3,19.8,8,NA,"normal"
"221",2013-08-15,3,266.575408936199,3,19.8,8,NA,"normal"
"222",2013-08-15,1,164.763795399756,3,19.8,8,NA,"normal"
"223",2013-08-16,5,344.468629393561,4,23.575,11,0,"warm"
"224",2013-08-16,4,75.2564619591539,4,23.575,11,0,"warm"
"225",2013-08-16,3,241.76897512804,4,23.575,11,0,"warm"
"226",2013-08-16,1,147.79799759804,4,23.575,11,0,"warm"
"227",2013-08-16,2,552.153714601025,4,23.575,11,0,"warm"
"228",2013-08-17,5,519.834929394153,6,20.55,7,0,"warm"
"229",2013-08-17,2,583.657434231324,6,20.55,7,0,"warm"
"230",2013-08-17,4,96.5293135082104,6,20.55,7,0,"warm"
"231",2013-08-17,3,280.170045804428,6,20.55,7,0,"warm"
"232",2013-08-17,1,221.630418006017,6,20.55,7,0,"warm"
"233",2013-08-18,2,669.186211470815,7,18.5875,10,63,"normal"
"234",2013-08-18,3,282.599786111443,7,18.5875,10,63,"normal"
"235",2013-08-18,5,479.499541699925,7,18.5875,10,63,"normal"
"236",2013-08-18,1,92.489778506026,7,18.5875,10,63,"normal"
"237",2013-08-18,4,150.122396942697,7,18.5875,10,63,"normal"
"238",2013-08-19,5,374.247117082749,5,18.4875,8,NA,"normal"
"239",2013-08-19,3,249.391160860983,5,18.4875,8,NA,"normal"
"240",2013-08-19,4,107.407999333161,5,18.4875,8,NA,"normal"
"241",2013-08-19,2,499.912512856933,5,18.4875,8,NA,"normal"
"242",2013-08-19,1,145.87913275728,5,18.4875,8,NA,"normal"
"243",2013-08-20,2,478.730297151576,7,17.775,8,61,"normal"
"244",2013-08-20,4,64.5022565329893,7,17.775,8,61,"normal"
"245",2013-08-20,1,111.842396126739,7,17.775,8,61,"normal"
"246",2013-08-20,5,340.090359959321,7,17.775,8,61,"normal"
"247",2013-08-20,3,257.620799680939,7,17.775,8,61,"normal"
"248",2013-08-21,5,352.695324198643,5,20.125,8,NA,"warm"
"249",2013-08-21,4,65.9210119267558,5,20.125,8,NA,"warm"
"250",2013-08-21,3,271.133442105753,5,20.125,8,NA,"warm"
"251",2013-08-21,2,440.815636456397,5,20.125,8,NA,"warm"
"252",2013-08-21,1,125.336522713024,5,20.125,8,NA,"warm"
"253",2013-08-22,2,497.731338188322,4,21.6625,8,NA,"warm"
"254",2013-08-22,5,343.348933556103,4,21.6625,8,NA,"warm"
"255",2013-08-22,4,111.144301377526,4,21.6625,8,NA,"warm"
"256",2013-08-22,1,132.916428220302,4,21.6625,8,NA,"warm"
"257",2013-08-22,3,229.323435589195,4,21.6625,8,NA,"warm"
"258",2013-08-23,5,375.317567662845,1,22.0375,14,NA,"warm"
"259",2013-08-23,2,503.672089526472,1,22.0375,14,NA,"warm"
"260",2013-08-23,4,94.2272902889274,1,22.0375,14,NA,"warm"
"261",2013-08-23,1,162.958958703106,1,22.0375,14,NA,"warm"
"262",2013-08-23,3,260.926195756112,1,22.0375,14,NA,"warm"
"263",2013-08-24,4,124.737464409769,0,20.85,16,5,"warm"
"264",2013-08-24,1,201.543109556297,0,20.85,16,5,"warm"
"265",2013-08-24,5,536.196771958902,0,20.85,16,5,"warm"
"266",2013-08-24,3,282.401869590288,0,20.85,16,5,"warm"
"267",2013-08-24,2,707.94429725517,0,20.85,16,5,"warm"
"268",2013-08-25,3,360.817001197227,0,21.3875,16,5,"warm"
"269",2013-08-25,5,495.194334936839,0,21.3875,16,5,"warm"
"270",2013-08-25,1,83.0226725739551,0,21.3875,16,5,"warm"
"271",2013-08-25,2,726.257649523775,0,21.3875,16,5,"warm"
"272",2013-08-25,4,141.066888354584,0,21.3875,16,5,"warm"
"273",2013-08-26,4,104.448858869003,0,20.125,15,5,"warm"
"274",2013-08-26,1,165.829031676714,0,20.125,15,5,"warm"
"275",2013-08-26,5,368.72576849632,0,20.125,15,5,"warm"
"276",2013-08-26,3,244.936370498996,0,20.125,15,5,"warm"
"277",2013-08-26,2,451.536740815421,0,20.125,15,5,"warm"
"278",2013-08-27,1,118.473650434102,1,21.0875,12,NA,"warm"
"279",2013-08-27,5,305.77200439049,1,21.0875,12,NA,"warm"
"280",2013-08-27,4,89.3398068106772,1,21.0875,12,NA,"warm"
"281",2013-08-27,3,251.053043195831,1,21.0875,12,NA,"warm"
"282",2013-08-27,2,442.318352086176,1,21.0875,12,NA,"warm"
"283",2013-08-28,2,418.297941202801,0,21.3,7,NA,"warm"
"284",2013-08-28,5,349.390973099531,0,21.3,7,NA,"warm"
"285",2013-08-28,3,225.878194718714,0,21.3,7,NA,"warm"
"286",2013-08-28,1,108.876991442649,0,21.3,7,NA,"warm"
"287",2013-08-28,4,87.5160458910728,0,21.3,7,NA,"warm"
"288",2013-08-29,1,178.178023803315,3,20.2125,11,NA,"warm"
"289",2013-08-29,5,396.454612761332,3,20.2125,11,NA,"warm"
"290",2013-08-29,2,386.390267686346,3,20.2125,11,NA,"warm"
"291",2013-08-29,4,67.1751319746152,3,20.2125,11,NA,"warm"
"292",2013-08-29,3,198.776407298801,3,20.2125,11,NA,"warm"
"293",2013-08-30,5,343.345686609289,6,19.7875,8,5,"normal"
"294",2013-08-30,2,492.141265198519,6,19.7875,8,5,"normal"
"295",2013-08-30,3,184.252334847289,6,19.7875,8,5,"normal"
"296",2013-08-30,1,133.150828452892,6,19.7875,8,5,"normal"
"297",2013-08-30,4,77.9353068130843,6,19.7875,8,5,"normal"
"298",2013-08-31,4,86.0077280021026,5,18.35,16,21,"normal"
"299",2013-08-31,3,265.410807550213,5,18.35,16,21,"normal"
"300",2013-08-31,5,344.096618940689,5,18.35,16,21,"normal"
"301",2013-08-31,2,581.490537751984,5,18.35,16,21,"normal"
"302",2013-08-31,1,130.821314898435,5,18.35,16,21,"normal"
"303",2013-09-01,1,95.9704314892471,7,15.8625,16,61,"normal"
"304",2013-09-01,3,239.545084070735,7,15.8625,16,61,"normal"
"305",2013-09-01,5,400.375251601544,7,15.8625,16,61,"normal"
"306",2013-09-01,2,481.584829613001,7,15.8625,16,61,"normal"
"307",2013-09-01,4,139.776992842103,7,15.8625,16,61,"normal"
"308",2013-09-02,4,97.5577291094531,7,16.575,17,63,"normal"
"309",2013-09-02,2,350.023432755307,7,16.575,17,63,"normal"
"310",2013-09-02,5,236.082416986532,7,16.575,17,63,"normal"
"311",2013-09-02,1,138.408723210465,7,16.575,17,63,"normal"
"312",2013-09-02,3,165.884794599896,7,16.575,17,63,"normal"
"313",2013-09-03,2,357.401285676803,7,18.225,11,21,"normal"
"314",2013-09-03,5,270.350123886175,7,18.225,11,21,"normal"
"315",2013-09-03,3,174.655491296255,7,18.225,11,21,"normal"
"316",2013-09-03,4,66.7042185386037,7,18.225,11,21,"normal"
"317",2013-09-03,1,138.825618927843,7,18.225,11,21,"normal"
"318",2013-09-04,1,100.221969526295,7,18.125,5,NA,"normal"
"319",2013-09-04,4,102.369988965095,7,18.125,5,NA,"normal"
"320",2013-09-04,2,362.249371679536,7,18.125,5,NA,"normal"
"321",2013-09-04,5,308.670506473354,7,18.125,5,NA,"normal"
"322",2013-09-04,3,162.83743839423,7,18.125,5,NA,"normal"
"323",2013-09-05,2,400.95010523182,0,21.7,8,NA,"warm"
"324",2013-09-05,1,173.658100347255,0,21.7,8,NA,"warm"
"325",2013-09-05,3,155.795527807677,0,21.7,8,NA,"warm"
"326",2013-09-05,5,309.022150561535,0,21.7,8,NA,"warm"
"327",2013-09-05,4,64.7180977987766,0,21.7,8,NA,"warm"
"328",2013-09-06,1,171.415179710314,0,24.7,9,NA,"warm"
"329",2013-09-06,2,395.673296994009,0,24.7,9,NA,"warm"
"330",2013-09-06,3,183.372780096599,0,24.7,9,NA,"warm"
"331",2013-09-06,4,79.6716952926438,0,24.7,9,NA,"warm"
"332",2013-09-06,5,307.019415636833,0,24.7,9,NA,"warm"
"333",2013-09-07,5,447.991745678441,6,22.7625,7,NA,"warm"
"334",2013-09-07,2,591.523547732665,6,22.7625,7,NA,"warm"
"335",2013-09-07,1,186.034060963767,6,22.7625,7,NA,"warm"
"336",2013-09-07,4,65.0128197234662,6,22.7625,7,NA,"warm"
"337",2013-09-07,3,215.339022862711,6,22.7625,7,NA,"warm"
"338",2013-09-08,5,453.792300083562,7,20.1625,8,61,"warm"
"339",2013-09-08,4,115.868951321453,7,20.1625,8,61,"warm"
"340",2013-09-08,2,576.040699297842,7,20.1625,8,61,"warm"
"341",2013-09-08,1,88.8925958109828,7,20.1625,8,61,"warm"
"342",2013-09-08,3,261.723925353895,7,20.1625,8,61,"warm"
"343",2013-09-09,5,266.740185481098,8,11.575,11,63,"normal"
"344",2013-09-09,2,331.981293986457,8,11.575,11,63,"normal"
"345",2013-09-09,3,155.698998919682,8,11.575,11,63,"normal"
"346",2013-09-09,4,78.4321446410245,8,11.575,11,63,"normal"
"347",2013-09-09,1,169.359968504942,8,11.575,11,63,"normal"
"348",2013-09-10,5,272.085784886284,6,13.5875,11,65,"normal"
"349",2013-09-10,4,75.320737395332,6,13.5875,11,65,"normal"
"350",2013-09-10,2,363.667829135983,6,13.5875,11,65,"normal"
"351",2013-09-10,1,89.6944536084346,6,13.5875,11,65,"normal"
"352",2013-09-10,3,186.631885480156,6,13.5875,11,65,"normal"
"353",2013-09-11,5,266.283742487977,6,13.9,8,61,"normal"
"354",2013-09-11,1,103.363686559795,6,13.9,8,61,"normal"
"355",2013-09-11,2,350.81380789681,6,13.9,8,61,"normal"
"356",2013-09-11,4,84.1743682721035,6,13.9,8,61,"normal"
"357",2013-09-11,3,156.993834222857,6,13.9,8,61,"normal"
"358",2013-09-12,3,128.957531070768,6,16.1125,6,61,"normal"
"359",2013-09-12,1,106.474399987548,6,16.1125,6,61,"normal"
"360",2013-09-12,5,291.297115676725,6,16.1125,6,61,"normal"
"361",2013-09-12,2,354.282593212868,6,16.1125,6,61,"normal"
"362",2013-09-12,4,79.9069125959926,6,16.1125,6,61,"normal"
"363",2013-09-13,5,306.313400312796,6,17.4375,5,21,"normal"
"364",2013-09-13,3,142.450922270702,6,17.4375,5,21,"normal"
"365",2013-09-13,4,60.0423801030524,6,17.4375,5,21,"normal"
"366",2013-09-13,2,413.041864366013,6,17.4375,5,21,"normal"
"367",2013-09-13,1,122.564626199915,6,17.4375,5,21,"normal"
"368",2013-09-14,1,174.938807466572,5,17.625,10,63,"normal"
"369",2013-09-14,4,68.6316728927997,5,17.625,10,63,"normal"
"370",2013-09-14,2,530.825102628704,5,17.625,10,63,"normal"
"371",2013-09-14,3,230.524249936583,5,17.625,10,63,"normal"
"372",2013-09-14,5,383.083373412478,5,17.625,10,63,"normal"
"373",2013-09-15,1,55.1960062296304,7,14.8625,10,21,"normal"
"374",2013-09-15,2,494.908185078447,7,14.8625,10,21,"normal"
"375",2013-09-15,5,368.235519264474,7,14.8625,10,21,"normal"
"376",2013-09-15,3,199.525819245624,7,14.8625,10,21,"normal"
"377",2013-09-15,4,150.947116904365,7,14.8625,10,21,"normal"
"378",2013-09-16,4,68.5094924358894,3,13.1375,13,21,"normal"
"379",2013-09-16,1,146.760234890658,3,13.1375,13,21,"normal"
"380",2013-09-16,3,150.458078596152,3,13.1375,13,21,"normal"
"381",2013-09-16,5,230.653426038182,3,13.1375,13,21,"normal"
"382",2013-09-16,2,363.701917843028,3,13.1375,13,21,"normal"
"383",2013-09-17,4,88.0432401860715,5,13.1375,10,63,"normal"
"384",2013-09-17,5,320.526447004404,5,13.1375,10,63,"normal"
"385",2013-09-17,3,121.601419092438,5,13.1375,10,63,"normal"
"386",2013-09-17,2,321.054881338889,5,13.1375,10,63,"normal"
"387",2013-09-17,1,136.118044538363,5,13.1375,10,63,"normal"
"388",2013-09-18,5,273.5407716877,4,13.05,9,NA,"normal"
"389",2013-09-18,3,123.430475306719,4,13.05,9,NA,"normal"
"390",2013-09-18,4,81.9233275996418,4,13.05,9,NA,"normal"
"391",2013-09-18,1,152.255085210606,4,13.05,9,NA,"normal"
"392",2013-09-18,2,327.413713418182,4,13.05,9,NA,"normal"
"393",2013-09-19,2,362.273757016504,5,14.8375,11,63,"normal"
"394",2013-09-19,3,127.595436733938,5,14.8375,11,63,"normal"
"395",2013-09-19,1,148.674992078993,5,14.8375,11,63,"normal"
